progress,duration_sec,finished,consent,responsible,owner_surrender,state_prov,long_work,org_type,org_type_other,org_type_recode,intake_type,intake_type_other,intake_type_recode,yearly_dog_intake,percent_owner_surrender,shelter_soft,shelter_soft_other,shelter_soft_recode,shelter_soft_recode1,s1_primary,s1_breed1,s1_purebred,s1_breed2,s1_colour1,s1_colour2,s1_reason1,s1_additional1,s1_reason2,s1_additional2,s1_reason3,s1_additional3,s1_reason4,s1_additional4,s1_reason5,s1_additional5,s1_reason6,s1_additional6,s1_reason7,s1_additional7,s1_reason8,s1_additional8,s1_reason9,s1_additional9,s1_reason10,s2_primary,s2_breed1,s2_purebred,s2_breed2,s2_colour1,s2_colour2,s2_reason1,s2_additional1,s2_reason2,s2_additional2,s2_reason3,s2_additional3,s2_reason4,s2_additional4,s2_reason5,s2_additional5,s2_reason6,s2_additional6,s2_reason7,s2_additional7,s2_reason8,s2_additional8,s2_reason9,s2_additional9,s2_reason10,s3_primary,s3_breed1,s3_purebred,s3_breed2,s3_colour1,s3_colour2,s3_reason1,s3_additional1,s3_reason2,s3_additional2,s3_reason3,s3_additional3,s3_reason4,s3_additional4,s3_reason5,s3_additional5,s3_reason6,s3_additional6,s3_reason7,s3_additional7,s3_reason8,s3_additional8,s3_reason9,s3_additional9,s3_reason10,s4_primary,s4_breed1,s4_purebred,s4_breed2,s4_colour1,s4_colour2,s4_reason1,s4_additional1,s4_reason2,s4_additional2,s4_reason3,s4_additional3,s4_reason4,s4_additional4,s4_reason5,s4_additional5,s4_reason6,s4_additional6,s4_reason7,s4_additional7,s4_reason8,s4_additional8,s4_reason9,s4_additional9,s4_reason10,reason_accurate,percent_human,percent_animal,choose_primary,more_than_one,owner_provide_one,owner_truth,assistance_change,difficult_change,scenarios_reflect,explain_scenarios,order
100,1274,TRUE,"YES, I consent to participate in this study",Yes,Yes,British Columbia,5 + years,Municipally (governmentally) operated,,Municipally (governmentally) operated,Limited intake (only when space in the shelter is available for that animal),,Limited intake (only when space in the shelter is available for that animal),50,50,ShelterBuddy,,ShelterBuddy,ShelterBuddy,Behaviour - Pet Has Anxiety,German Shepherd,Mixed, Pit Bull Terrier,Tan,Black,Life Change - New Baby/Divorce/Relation Split/etc.,Yes,Behaviour - Growls/Lunges/Claws/Hisses At People,Yes,Behaviour - Pet Has Anxiety,No,,,,,,,,,,,,,,Life Change-Human Illness/Injury/CareHome/Hospital,Labrador Retriever,Mixed, German Shepherd,Black,White,No Time For Pet/Pet Is Too Much Responsibility,Yes,Behaviour - Destructive (Chews/Digs/Scratches/etc),Yes,Behaviour - Pet Has Anxiety,No,,,,,,,,,,,,,,No Time For Pet/Pet Is Too Much Responsibility,Labrador Retriever,Mixed, Terrier,Blonde,Strawberry Roan,Allergies - Person Has Allergies To Pet,Yes,Cant Afford Spay/Neuter,Yes,Behaviour - Destructive (Chews/Digs/Scratches/etc),No,,,,,,,,,,,,,,No Time For Pet/Pet Is Too Much Responsibility,Labrador Retriever,Mixed, Terrier,Blonde,Strawberry Roan,Allergies - Person Has Allergies To Pet,Yes,Behaviour - Too Active,Yes,Cant Afford Spay/Neuter,Yes,Behaviour - Keeps Escaping,Yes,Behaviour - Destructive (Chews/Digs/Scratches/etc),No,,,,,,,,,,8,92,51,pick the most influential reason,Agree,Somewhat Disagree,Agree,Neutral,Somewhat Agree,10,"OS most likely due to reactive dogs, or loss of homes. ",Scenario#4-DatainputScenario#3-DatainputScenario#2-DatainputScenario#1-Datainput
100,823,TRUE,"YES, I consent to participate in this study",Yes,Yes,Minnesota,5 + years,Municipally (governmentally) operated,,Municipally (governmentally) operated,Appointment-based,,Appointment-based,1500,30,Chameleon,,Chameleon,Chameleon,Behaviour - Too Active,German Shepherd,Mixed, Boxer,Tan,None,Life Change - New Baby/Divorce/Relation Split/etc.,Yes,Behaviour - Growls/Lunges/Claws/Hisses At People,Yes,No Time For Pet/Pet Is Too Much Responsibility,No,,,,,,,,,,,,,,No Time For Pet/Pet Is Too Much Responsibility,Labrador Retriever,Mixed, German Shepherd,Black,White,Behaviour - Pet Has Anxiety,Yes,Cant Afford Food/Grooming/General Expenses,Yes,No Time For Pet/Pet Is Too Much Responsibility,No,,,,,,,,,,,,,,Behaviour - Too Vocal (Barking/Meowing/Howls/etc.),German Shepherd,Mixed, Husky,Tan,White,Behaviour - Too Vocal (Barking/Meowing/Howls/etc.),Yes,Moving/Evicted - Cant Take Pet Where Owner Going,Yes,Behaviour - Housetraining/Spraying/Marking Issues,No,,,,,,,,,,,,,,Behaviour - Keeps Escaping,Labrador Retriever,Mixed, Australian Cattle Dog/Red Heeler,Red Merle,Tan,Behaviour - Keeps Escaping,Yes,Allergies - Person Has Allergies To Pet,Yes,Behaviour - Destructive (Chews/Digs/Scratches/etc),Yes,Cant Afford Spay/Neuter,No,,,,,,,,,,,,3,88,40,Whatever the main reason they state is or the most aggregious reason,Strongly Agree,Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,9,"Most owner surrenders have multiple reasons that may or may not have anything to do with one another so the scenarios are fairly similar. One of the biggest reasons we get animals surrendered, though, is due to landlords not allowing the pet in their existing or new home and there often is little to nothing we can do to try to prevent the surrender.",Scenario#2-DatainputScenario#1-DatainputScenario#3-DatainputScenario#4-Datainput
100,1918,TRUE,"YES, I consent to participate in this study",Yes,Yes,British Columbia,5 + years,Private with municipal contract(s),,Private with municipal contract(s),Limited intake (only when space in the shelter is available for that animal),,Limited intake (only when space in the shelter is available for that animal),100,25,ShelterBuddy,,ShelterBuddy,ShelterBuddy,Life Change - New Baby/Divorce/Relation Split/etc.,Pit Bull Terrier,Mixed, German Shepherd,Tan,Black,Life Change - New Baby/Divorce/Relation Split/etc.,Yes,Behaviour - Growls/Lunges/Claws/Hisses At People,Yes,No Time For Pet/Pet Is Too Much Responsibility,No,,,,,,,,,,,,,,Life Change-Human Illness/Injury/CareHome/Hospital,Pit Bull Terrier,Mixed, Labrador Retriever,Black,White,Life Change-Human Illness/Injury/CareHome/Hospital,Yes,Behaviour - Destructive (Chews/Digs/Scratches/etc),Yes,Home - Pet Is Showing Signs Of Stress In The Home,No,,,,,,,,,,,,,,Too Many Animals,Labrador Retriever,Mixed, German Shepherd,Tan,White,Behaviour - Too Vocal (Barking/Meowing/Howls/etc.),Yes,Moving/Evicted - Cant Take Pet Where Owner Going,Yes,Behaviour - Housetraining/Spraying/Marking Issues,Yes,Unwanted Litter,No,,,,,,,,,,,,Behaviour - Keeps Escaping,Australian Cattle Dog/Red Heeler,Mixed, Labrador Retriever,Red,None,Behaviour - Keeps Escaping,Yes,Allergies - Person Has Allergies To Pet,Yes,Cant Afford Spay/Neuter,No,,,,,,,,,,,,,,3,50,91,"I try to figure out the biggest change: If they would be keeping the dog if they didn't have a new baby on the way, or would they be surrendering for the aggression issues regardless? 
Would they keep the dog if they could find pet friendly housing, or would they surrender even if they could find pet friendly accommodation because they don't want to deal with the house breaking?",Strongly Agree,Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,6,The scenarios are a good representation of the complex types of surrender reasons. I would normally ask the owner what breed the dog is so I wouldn't necessarily be guessing based on appearance. ,Scenario#4-DatainputScenario#3-DatainputScenario#2-DatainputScenario#1-Datainput
100,341,TRUE,"YES, I consent to participate in this study",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,80,FALSE,"YES, I consent to participate in this study",Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,22,FALSE,"YES, I consent to participate in this study",Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,1274,TRUE,"YES, I consent to participate in this study",Yes,Yes,Kansas,> 2 - 5 years,Private with municipal contract(s),,Private with municipal contract(s),Limited intake (only when space in the shelter is available for that animal),,Limited intake (only when space in the shelter is available for that animal),150,40,Petpoint,,Petpoint,Petpoint,No Time For Pet/Pet Is Too Much Responsibility,Labrador Retriever,Mixed, Australian Cattle Dog/Red Heeler,Tan,Black,Life Change - New Baby/Divorce/Relation Split/etc.,Yes,No Time For Pet/Pet Is Too Much Responsibility,No,,,,,,,,,,,,,,,,Behaviour - Pet Has Anxiety,Labrador Retriever,Mixed, Staffordshire Bull Terrier,Black,White,Behaviour - Pet Has Anxiety,Yes,No Time For Pet/Pet Is Too Much Responsibility,No,,,,,,,,,,,,,,,,Too Many Animals,Labrador Retriever,Mixed, German Shorthaired Pointer,Tan,White,Too Many Animals,Yes,No Time For Pet/Pet Is Too Much Responsibility,No,,,,,,,,,,,,,,,,Behaviour - Keeps Escaping,Australian Cattle Dog/Red Heeler,Mixed, Labrador Retriever,Cream,Chestnut,Allergies - Person Has Allergies To Pet,Yes,No Time For Pet/Pet Is Too Much Responsibility,No,,,,,,,,,,,,,,,,7,82,30,"I listen to people and ask questions and try to get to the actual root of the problem with the animal. I also try to offer help and resources and if owner makes excuses on why they cannot and will not accept the help, I listen to those excuses too and try to read between the lines if they are not being direct. I then deduce what the real reasons are and log them into our system that way. I am careful with what I put into the system as I want to be honest but I don't want future adopters looking over an animal because the previous owner could nto and would not work with certain issues. ",Agree,Disagree,Strongly Agree,Somewhat Agree,Somewhat Agree,10,"The mixed breed dogs are difficult to determine what breed they are and in the five years that I have been manager, I've have these conversations on a weekly basis. ",Scenario#4-DatainputScenario#2-DatainputScenario#1-DatainputScenario#3-Datainput
3,53,FALSE,"YES, I consent to participate in this study",Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,100,FALSE,"YES, I consent to participate in this study",Yes,Yes,British Columbia,> 2 - 5 years,Private shelter,,Private shelter/rescue,Limited intake (only when space in the shelter is available for that animal),,Limited intake (only when space in the shelter is available for that animal),0,0,ShelterBuddy,,ShelterBuddy,ShelterBuddy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scenario#2-DatainputScenario#3-DatainputScenario#1-DatainputScenario#4-Datainput
100,3714,TRUE,"YES, I consent to participate in this study",Yes,Yes,California,5 + years,Municipally (governmentally) operated,,Municipally (governmentally) operated,Other:,Owner Surrender Appointments Only,Appointment-based,1100,12,Chameleon,,Chameleon,Chameleon,No Time For Pet/Pet Is Too Much Responsibility,German Shepherd,Mixed, Labrador Retriever,Brown,Black,No Time For Pet/Pet Is Too Much Responsibility,Yes,Home - Pet Is Showing Signs Of Stress In The Home,Yes,Life Change - New Baby/Divorce/Relation Split/etc.,No,,,,,,,,,,,,,,Life Change-Human Illness/Injury/CareHome/Hospital,Labrador Retriever,Mixed, Border Collie,Black,White,Behaviour - Destructive (Chews/Digs/Scratches/etc),Yes,Cant Afford Food/Grooming/General Expenses,No,,,,,,,,,,,,,,,,No Time For Pet/Pet Is Too Much Responsibility,Collie Smooth,Mixed, Husky,Brown,White,Behaviour - Too Vocal (Barking/Meowing/Howls/etc.),Yes,Behaviour - Housetraining/Spraying/Marking Issues,No,,,,,,,,,,,,,,,,Behaviour - Keeps Escaping,Australian Cattle Dog/Red Heeler,Mixed, Labrador Retriever,Red,Ticked,Allergies - Person Has Allergies To Pet,Yes,Cant Afford Spay/Neuter,No,,,,,,,,,,,,,,,,3,70,36,"We generally choose the one that encompasses most of the issues, however that is usually a very generic ""Owner Problem"" or ""Agression"" or ""Cost"" without very much detail",Somewhat Agree,Neutral,Somewhat Disagree,Neutral,Neutral,8,"We are generally faced with owners that are surrendering based on multiple concerns.  Usually, there is one critical piece that pushes an owner over the edge (illness, move, cost) but there are several underlying reasons (often behavioral) that push someone to make the decision and move forward.  The examples provided are fairly realistic for surrenders at our shelter.",Scenario#1-DatainputScenario#4-DatainputScenario#3-DatainputScenario#2-Datainput
2,56,FALSE,"YES, I consent to participate in this study",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1193,FALSE,"YES, I consent to participate in this study",Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2795,FALSE,"YES, I consent to participate in this study",Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,3707,FALSE,"YES, I consent to participate in this study",Yes,Yes,British Columbia,5 + years,Private with municipal contract(s),,Private with municipal contract(s),Appointment-based,,Appointment-based,235,25,ShelterBuddy,,ShelterBuddy,ShelterBuddy,,,,,,,,,,,,,,,,,,,,,,,,,,Behaviour - Destructive (Chews/Digs/Scratches/etc),Border Collie,Mixed, Labrador Retriever,Black,White,Behaviour - Destructive (Chews/Digs/Scratches/etc),Yes,Behaviour - Too Active,Yes,Life Change-Human Illness/Injury/CareHome/Hospital,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Allergies - Person Has Allergies To Pet,Australian Cattle Dog/Red Heeler,Mixed, Labrador Retriever,White,Apricot,Behaviour - Too Active,Yes,Behaviour - Destructive (Chews/Digs/Scratches/etc),Yes,Allergies - Person Has Allergies To Pet,No,,,,,,,,,,,,,,,,,,,,,,,,,Scenario#4-DatainputScenario#2-DatainputScenario#3-DatainputScenario#1-Datainput
3,221,FALSE,"YES, I consent to participate in this study",Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,20,TRUE,"YES, I consent to participate in this study",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,1620,FALSE,"YES, I consent to participate in this study",Yes,Yes,Alberta,> 2 - 5 years,Private shelter,,Private shelter/rescue,Limited intake (only when space in the shelter is available for that animal),,Limited intake (only when space in the shelter is available for that animal),600,20,ShelterBuddy,,ShelterBuddy,ShelterBuddy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moving/Evicted - Cant Take Pet Where Owner Going,Labrador Retriever,Mixed, German Shepherd,Gold,White,Behaviour - Too Vocal (Barking/Meowing/Howls/etc.),Yes,Behaviour - Housetraining/Spraying/Marking Issues,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scenario#3-DatainputScenario#4-DatainputScenario#1-DatainputScenario#2-Datainput
100,698,TRUE,"YES, I consent to participate in this study",Yes,Yes,Tennessee,5 + years,Private shelter,,Private shelter/rescue,Limited intake (only when space in the shelter is available for that animal),,Limited intake (only when space in the shelter is available for that animal),450,25,Petpoint,,Petpoint,Petpoint,Life Change - School/Travel/Holidays/Work/etc.,German Shepherd,Mixed, Pit Bull Terrier,Brown,Black,No Time For Pet/Pet Is Too Much Responsibility,No,,,,,,,,,,,,,,,,,,Life Change-Human Illness/Injury/CareHome/Hospital,Pit Bull Terrier,Mixed, German Shepherd,Black,White,Life Change-Human Illness/Injury/CareHome/Hospital,No,,,,,,,,,,,,,,,,,,Unwanted Litter,Labrador Retriever,Mixed, German Shepherd,Tan,White,No Time For Pet/Pet Is Too Much Responsibility,No,,,,,,,,,,,,,,,,,,Cant Afford Spay/Neuter,Australian Cattle Dog/Red Heeler,Mixed, Labrador Retriever,Red Roan,Ticked,No Time For Pet/Pet Is Too Much Responsibility,No,,,,,,,,,,,,,,,,,,5,71,31,The main reason that is expressed at the first conversation with the owner. ,Strongly Agree,Neutral,Agree,Agree,Agree,10,They are almost identical to every scenario we see at our shelter,Scenario#3-DatainputScenario#4-DatainputScenario#1-DatainputScenario#2-Datainput
100,23,TRUE,"YES, I consent to participate in this study",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,130,FALSE,"YES, I consent to participate in this study",Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,577,FALSE,"YES, I consent to participate in this study",Yes,Yes,Alabama,5 + years,Municipally (governmentally) operated,,Municipally (governmentally) operated,Limited intake (only when space in the shelter is available for that animal),,Limited intake (only when space in the shelter is available for that animal),1200,20,Other:,TrackaBeast,TrackaBeast,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scenario#1-DatainputScenario#4-DatainputScenario#2-DatainputScenario#3-Datainput
9,300,FALSE,"YES, I consent to participate in this study",Yes,Yes,British Columbia,5 + years,Private with municipal contract(s),,Private with municipal contract(s),Other:,All 3 upper choices apply - situational,Mixed intake types,0,0,ShelterBuddy,,ShelterBuddy,ShelterBuddy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scenario#4-DatainputScenario#3-DatainputScenario#1-DatainputScenario#2-Datainput
3,117,FALSE,"YES, I consent to participate in this study",Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,33,FALSE,"YES, I consent to participate in this study",Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,585,FALSE,"YES, I consent to participate in this study",Yes,Yes,Arizona,5 + years,Private shelter,,Private shelter/rescue,Appointment-based,,Appointment-based,0,0,Animal Shelter Manager,,Animal Shelter Manager,Other,Behaviour - Too Active,Black Mouthcur,Purebred,,Tan,Black,Behaviour - Too Active,Yes,Behaviour - Growls/Lunges/Claws/Hisses At People,Yes,Life Change - New Baby/Divorce/Relation Split/etc.,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Behaviour - Housetraining/Spraying/Marking Issues,Labrador Retriever,Mixed, Mountain Cur,Tan,White,Behaviour - Housetraining/Spraying/Marking Issues,Yes,Behaviour - Too Vocal (Barking/Meowing/Howls/etc.),Yes,Moving/Evicted - Cant Take Pet Where Owner Going,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scenario#3-DatainputScenario#1-DatainputScenario#4-DatainputScenario#2-Datainput
94,153417,FALSE,"YES, I consent to participate in this study",Yes,Yes,British Columbia,6 months - 1 year,Other:,Not sure,Other,Other:,All of the above but appointments are preferred. We have a waitlist for nonemerg situations when our shelter space is limited. ,Mixed intake types,20000,80,ShelterBuddy,,ShelterBuddy,ShelterBuddy,Life Change - New Baby/Divorce/Relation Split/etc.,German Shepherd,Mixed, American Staffordshire Terrier,Tawny,Black,Behaviour - Too Active,No,,,,,,,,,,,,,,,,,,Life Change-Human Illness/Injury/CareHome/Hospital,Labrador Retriever,Mixed, American Staffordshire Terrier,Black,White,Home - Pet Is Showing Signs Of Stress In The Home,Yes,Behaviour - Destructive (Chews/Digs/Scratches/etc),No,,,,,,,,,,,,,,,,Unwanted Litter,Carolina Dog,Mixed, Labrador Retriever,Apricot,White,Too Many Animals,Yes,Behaviour - Too Vocal (Barking/Meowing/Howls/etc.),Yes,Behaviour - Housetraining/Spraying/Marking Issues,Yes,Moving/Evicted - Cant Take Pet Where Owner Going,No,,,,,,,,,,,,Allergies - Person Has Allergies To Pet,Pit Bull Terrier,Mixed, Catahoula Leopard Dog,Red Roan,White,Behaviour - Keeps Escaping,Yes,Cant Afford Spay/Neuter,No,,,,,,,,,,,,,,,,,,,,,,,,,,,Scenario#1-DatainputScenario#3-DatainputScenario#2-DatainputScenario#4-Datainput
2,28,FALSE,"YES, I consent to participate in this study",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,220,FALSE,"YES, I consent to participate in this study",Yes,Yes,British Columbia,5 + years,Other:,non-profit shelter,Private shelter/rescue,Other:,combination of all three,Mixed intake types,0,0,ShelterBuddy,,ShelterBuddy,ShelterBuddy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scenario#3-DatainputScenario#4-DatainputScenario#1-DatainputScenario#2-Datainput
31,84996,FALSE,"YES, I consent to participate in this study",Yes,Yes,Virginia,5 + years,Private foster-based rescue,,Private shelter/rescue,Other:,,Other:,2,100,Do not use shelter software,,Do not use shelter software,Do not use shelter software,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moving/Evicted - Cant Take Pet Where Owner Going,Blue Tick Hound,Mixed, Terrier,Tan,White,Moving/Evicted - Cant Take Pet Where Owner Going,Yes,No Time For Pet/Pet Is Too Much Responsibility,Yes,Cant Focus On Pets Medical Needs (Not Due To Cost),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scenario#3-DatainputScenario#2-DatainputScenario#4-DatainputScenario#1-Datainput
